episode:1, reward: -50, mean reward: -4.71, score: -47.06290235175012, epsilon: 0.9902088059587222, total steps: 519
episode:1819, reward: -50, mean reward: -8.26, score: -49.53285174212267, epsilon: 0.7629861423952146, total steps: 14351
episode:1820, reward: -50, mean reward: -16.73, score: -50.199739745143575, epsilon: 0.7629433645100202, total steps: 14354
episode:1821, reward: -50, mean reward: -5.32, score: -47.902012784086835, epsilon: 0.762815046253398, total steps: 14363
episode:1822, reward: -50, mean reward: -4.82, score: -53.008015210069175, epsilon: 0.7626582441920815, total steps: 14374
episode:1823, reward: -50, mean reward: -8.03, score: -48.20524326147489, epsilon: 0.7625727303337125, total steps: 14380
episode:1824, reward: -50, mean reward: -6.24, score: -49.892809561013095, epsilon: 0.7624587278173036, total steps: 14388
episode:1825, reward: -50, mean reward: -16.78, score: -50.343947450914044, epsilon: 0.7624159815760346, total steps: 14391
episode:1826, reward: -50, mean reward: -10.0, score: -50.01400494063411, epsilon: 0.7623447435398383, total steps: 14396
episode:1827, reward: -50, mean reward: -5.09, score: -45.82628881115257, epsilon: 0.7622165330252936, total steps: 14405
episode:1828, reward: -50, mean reward: -3.66, score: -47.551222226803816, epsilon: 0.7620313807975396, total steps: 14418
episode:1829, reward: -50, mean reward: -3.96, score: -51.49971509768841, epsilon: 0.7618462767031072, total steps: 14431
episode:1830, reward: -50, mean reward: -16.7, score: -50.09930576592852, epsilon: 0.7618035672078027, total steps: 14434
episode:1831, reward: -50, mean reward: -6.3, score: -50.42612903879349, epsilon: 0.7616896877476492, total steps: 14442
episode:1832, reward: -50, mean reward: -4.75, score: -47.536490409217954, epsilon: 0.7615473640429447, total steps: 14452
episode:1833, reward: -50, mean reward: -16.75, score: -50.261429427924895, epsilon: 0.7615046724818617, total steps: 14455
episode:1834, reward: -50, mean reward: -2.14, score: -49.18389864562683, epsilon: 0.7611774555981732, total steps: 14478
episode:1835, reward: -50, mean reward: -5.43, score: -48.901710987780596, epsilon: 0.7610494551765491, total steps: 14487
episode:1836, reward: -50, mean reward: -10.13, score: -50.662330584740346, epsilon: 0.7609783537861602, total steps: 14492
episode:1837, reward: -50, mean reward: -16.73, score: -50.192340315923374, epsilon: 0.7609356963646685, total steps: 14495
episode:1838, reward: -50, mean reward: -8.04, score: -48.24448206842062, epsilon: 0.760850389199637, total steps: 14501
episode:1839, reward: -50, mean reward: -16.75, score: -50.25458650080188, epsilon: 0.7608077394557902, total steps: 14504
episode:1840, reward: -50, mean reward: -16.73, score: -50.19353046199676, epsilon: 0.7607650922708512, total steps: 14507
episode:1841, reward: -50, mean reward: -16.75, score: -50.24135696551444, epsilon: 0.7607224476446665, total steps: 14510
episode:1842, reward: -50, mean reward: -16.81, score: -50.42746728254079, epsilon: 0.7606798055770826, total steps: 14513
episode:1843, reward: -50, mean reward: -6.07, score: -48.53432117064031, epsilon: 0.7605661059044065, total steps: 14521
episode:1844, reward: -50, mean reward: -16.75, score: -50.261349065173434, epsilon: 0.7605234732170458, total steps: 14524
episode:1845, reward: -50, mean reward: -16.75, score: -50.25800150479073, epsilon: 0.7604808430875695, total steps: 14527
episode:1846, reward: -50, mean reward: -5.46, score: -49.16598864079817, epsilon: 0.7603529680449128, total steps: 14536
episode:1847, reward: -50, mean reward: -16.82, score: -50.45632328290431, epsilon: 0.7603103481454397, total steps: 14539
episode:1848, reward: -50, mean reward: -16.75, score: -50.24149819289616, epsilon: 0.7602677308030842, total steps: 14542
episode:1849, reward: -50, mean reward: -3.41, score: -47.79733096374305, epsilon: 0.7600688836783559, total steps: 14556
episode:1850, reward: -50, mean reward: -4.88, score: -48.82009157825439, epsilon: 0.7599268841020511, total steps: 14566
episode:1851, reward: -50, mean reward: -16.71, score: -50.11503570505903, epsilon: 0.7598842897668479, total steps: 14569
episode:1852, reward: -50, mean reward: -16.75, score: -50.248590812406476, epsilon: 0.759841697987228, total steps: 14572
episode:1853, reward: -50, mean reward: -2.14, score: -44.87630005536657, epsilon: 0.759543627073347, total steps: 14593
episode:1854, reward: -50, mean reward: -5.59, score: -50.34326247292259, epsilon: 0.7594159207143909, total steps: 14602
episode:1855, reward: -50, mean reward: -10.02, score: -50.09544606594251, epsilon: 0.7593449826692809, total steps: 14607
episode:1856, reward: -50, mean reward: -8.03, score: -48.204198872057134, epsilon: 0.7592598663784401, total steps: 14613
episode:1857, reward: -50, mean reward: -3.69, score: -48.01952424049652, epsilon: 0.7590754827840877, total steps: 14626
episode:1858, reward: -50, mean reward: -9.71, score: -48.56302199252529, epsilon: 0.7590045787810685, total steps: 14631
episode:1859, reward: -50, mean reward: -2.78, score: -47.228154655780784, epsilon: 0.7587635582001035, total steps: 14648
episode:1860, reward: -50, mean reward: -3.82, score: -45.837243598436785, epsilon: 0.758593475356893, total steps: 14660
episode:1861, reward: -50, mean reward: -16.75, score: -50.24836845999651, epsilon: 0.7585509610238145, total steps: 14663
episode:1862, reward: -50, mean reward: -16.73, score: -50.183775867619616, epsilon: 0.7585084492415192, total steps: 14666
episode:1863, reward: -50, mean reward: -6.24, score: -49.94751265755205, epsilon: 0.7583950969580651, total steps: 14674
episode:1864, reward: -50, mean reward: -8.34, score: -50.05064683152045, epsilon: 0.7583100946466708, total steps: 14680
episode:1865, reward: -50, mean reward: -3.31, score: -49.63988176629215, epsilon: 0.7580976334890438, total steps: 14695
episode:1866, reward: -50, mean reward: -9.98, score: -49.904617499951925, epsilon: 0.7580268272660651, total steps: 14700
episode:1867, reward: -50, mean reward: -8.07, score: -48.4099312560478, epsilon: 0.7579418691443824, total steps: 14706
episode:1868, reward: -50, mean reward: -4.73, score: -47.28541133974685, epsilon: 0.757800294928447, total steps: 14716
episode:1869, reward: -50, mean reward: -10.16, score: -50.78803830311885, epsilon: 0.7577295184378378, total steps: 14721
episode:1870, reward: -50, mean reward: -9.96, score: -49.804858532404424, epsilon: 0.7576587490245236, total steps: 14726
episode:1871, reward: -50, mean reward: -3.22, score: -48.313233712855485, epsilon: 0.7574464832412756, total steps: 14741
episode:1872, reward: -50, mean reward: -4.78, score: -47.84882788130059, epsilon: 0.7573050080926139, total steps: 14751
episode:1873, reward: -50, mean reward: -9.75, score: -48.735082723497854, epsilon: 0.7572342811282118, total steps: 14756
episode:1874, reward: -50, mean reward: -10.25, score: -51.26250171573923, epsilon: 0.7571635612361526, total steps: 14761
episode:1875, reward: -50, mean reward: -3.7, score: -48.08401574205576, epsilon: 0.7569797226102881, total steps: 14774
episode:1876, reward: -50, mean reward: -6.41, score: -51.266951395349636, epsilon: 0.7568666149035282, total steps: 14782
episode:1877, reward: -50, mean reward: -9.95, score: -49.75585999379666, epsilon: 0.7567959317762533, total steps: 14787
episode:1878, reward: -50, mean reward: -2.41, score: -45.76877956850224, epsilon: 0.7565274003463812, total steps: 14806
episode:1879, reward: -50, mean reward: -4.0, score: -47.98122868528788, epsilon: 0.7563578541166596, total steps: 14818
episode:1880, reward: -50, mean reward: -10.01, score: -50.04178034393955, epsilon: 0.7562872218629193, total steps: 14823
episode:1881, reward: -50, mean reward: -8.13, score: -48.78274556702665, epsilon: 0.7562024724813605, total steps: 14829
episode:1882, reward: -50, mean reward: -10.24, score: -51.18221204502163, epsilon: 0.756131855765007, total steps: 14834
episode:1883, reward: -50, mean reward: -16.75, score: -50.251180417101565, epsilon: 0.756089489124673, total steps: 14837
episode:1884, reward: -50, mean reward: -16.73, score: -50.20374089585111, epsilon: 0.7560471250262611, total steps: 14840
episode:1885, reward: -50, mean reward: -7.84, score: -47.06481555347052, epsilon: 0.755962404454594, total steps: 14846
episode:1886, reward: -50, mean reward: -2.01, score: -48.22681609404906, epsilon: 0.755623623814314, total steps: 14870
episode:1887, reward: -50, mean reward: -16.75, score: -50.24690375050933, epsilon: 0.7555812876669823, total steps: 14873
episode:1888, reward: -50, mean reward: -16.75, score: -50.2559755741848, epsilon: 0.7555389540597433, total steps: 14876
episode:1889, reward: -50, mean reward: -16.75, score: -50.2558226388382, epsilon: 0.7554966229924442, total steps: 14879
episode:1890, reward: -50, mean reward: -3.83, score: -45.99734639765981, epsilon: 0.7553273241196036, total steps: 14891
episode:1891, reward: -50, mean reward: -4.55, score: -50.02970823270509, epsilon: 0.7551721691759667, total steps: 14902
episode:1892, reward: -50, mean reward: -4.15, score: -49.801285501543646, epsilon: 0.7550029481626984, total steps: 14914
episode:1893, reward: -50, mean reward: -16.75, score: -50.26023214834525, epsilon: 0.7549606492547886, total steps: 14917
episode:1894, reward: -50, mean reward: -16.72, score: -50.14708543430095, epsilon: 0.7549183528847371, total steps: 14920
episode:1895, reward: -50, mean reward: -5.25, score: -47.26840679299279, epsilon: 0.75479147900021, total steps: 14929
episode:1896, reward: -50, mean reward: -4.08, score: -48.90809868458494, epsilon: 0.7546223493416208, total steps: 14941
episode:1897, reward: -50, mean reward: -8.23, score: -49.3741308236751, epsilon: 0.7545377997327778, total steps: 14947
episode:1898, reward: -50, mean reward: -5.53, score: -49.72749088792781, epsilon: 0.7544109943416535, total steps: 14956
episode:1899, reward: -50, mean reward: -6.41, score: -51.29888342915106, epsilon: 0.7542982975985386, total steps: 14964
episode:1900, reward: -50, mean reward: -16.75, score: -50.24429545606375, epsilon: 0.7542560409683944, total steps: 14967
episode:1901, reward: -50, mean reward: -8.15, score: -48.92101558323807, epsilon: 0.7541715353139188, total steps: 14973
episode:1902, reward: -50, mean reward: -9.97, score: -49.85592520368425, epsilon: 0.7541011216811278, total steps: 14978
episode:1903, reward: -50, mean reward: -4.04, score: -48.452968914199516, epsilon: 0.7539321576884145, total steps: 14990
episode:1904, reward: -50, mean reward: -9.78, score: -48.88723608258408, epsilon: 0.753861767992189, total steps: 14995
episode:1905, reward: -50, mean reward: -3.89, score: -46.68445886155963, epsilon: 0.7536928614374682, total steps: 15007
episode:1906, reward: -50, mean reward: -2.86, score: -45.738236409662896, epsilon: 0.75346771574704, total steps: 15023
episode:1907, reward: -50, mean reward: -9.99, score: -49.94151595853063, epsilon: 0.7533973724926866, total steps: 15028
episode:1908, reward: -50, mean reward: -1.91, score: -43.998518910483554, epsilon: 0.7530738841093723, total steps: 15051
episode:1909, reward: -50, mean reward: -9.69, score: -48.45727816735044, epsilon: 0.7530035802362136, total steps: 15056
episode:1910, reward: -50, mean reward: -4.55, score: -50.102923945919585, epsilon: 0.7528489364600007, total steps: 15067
episode:1911, reward: -50, mean reward: -12.29, score: -49.160266309280416, epsilon: 0.7527927107941406, total steps: 15071
episode:1912, reward: -50, mean reward: -10.23, score: -51.16930348782411, epsilon: 0.7527224350369075, total steps: 15076
episode:1913, reward: -50, mean reward: -16.72, score: -50.14520171091185, epsilon: 0.7526802729556804, total steps: 15079
episode:1914, reward: -50, mean reward: -16.74, score: -50.21117331825042, epsilon: 0.7526381134041022, total steps: 15082
episode:1915, reward: -50, mean reward: -16.76, score: -50.271291503174, epsilon: 0.7525959563820214, total steps: 15085
episode:1916, reward: -50, mean reward: -16.74, score: -50.20754507239853, epsilon: 0.7525538018892859, total steps: 15088
episode:1917, reward: -50, mean reward: -6.02, score: -48.15723077498228, epsilon: 0.7524414022731927, total steps: 15096
episode:1918, reward: -50, mean reward: -16.74, score: -50.2173941321136, epsilon: 0.7523992570534255, total steps: 15099
episode:1919, reward: -50, mean reward: -16.81, score: -50.422537849614, epsilon: 0.7523571143622957, total steps: 15102
episode:1920, reward: -50, mean reward: -8.02, score: -48.093788647452115, epsilon: 0.7522728365653412, total steps: 15108
episode:1921, reward: -50, mean reward: -4.01, score: -48.076793373059786, epsilon: 0.7521043113084052, total steps: 15120
episode:1922, reward: -50, mean reward: -5.58, score: -50.23129827830101, epsilon: 0.7519779439057772, total steps: 15129
episode:1923, reward: -50, mean reward: -8.41, score: -50.459674760639956, epsilon: 0.7518937116065474, total steps: 15135
episode:1924, reward: -50, mean reward: -8.52, score: -51.105125127672395, epsilon: 0.7518094894145873, total steps: 15141
episode:1925, reward: -50, mean reward: -6.23, score: -49.803264756124236, epsilon: 0.7516972088789633, total steps: 15149
episode:1926, reward: -50, mean reward: -16.82, score: -50.45456941497373, epsilon: 0.7516551083094603, total steps: 15152
episode:1927, reward: -50, mean reward: -10.01, score: -50.03873274498086, epsilon: 0.7515849463067878, total steps: 15157
episode:1928, reward: -50, mean reward: -4.3, score: -51.65585014410513, epsilon: 0.7514165861237044, total steps: 15169
episode:1929, reward: -50, mean reward: -10.05, score: -50.26524779764418, epsilon: 0.7513464479720581, total steps: 15174
episode:1930, reward: -50, mean reward: -16.71, score: -50.130027628330325, epsilon: 0.7513043684475781, total steps: 15177
episode:1931, reward: -50, mean reward: -2.92, score: -46.683266359881166, epsilon: 0.7510799869526288, total steps: 15193
episode:1932, reward: -50, mean reward: -7.94, score: -47.63000210055324, epsilon: 0.7509958624017685, total steps: 15199
episode:1933, reward: -50, mean reward: -2.59, score: -46.63327353801904, epsilon: 0.7507435493103852, total steps: 15217
episode:1934, reward: -50, mean reward: -3.44, score: -48.101033704907195, epsilon: 0.750547368583162, total steps: 15231
episode:1935, reward: -50, mean reward: -6.22, score: -49.722352691975004, epsilon: 0.7504352899707167, total steps: 15239
episode:1936, reward: -50, mean reward: -5.95, score: -47.60901169188069, epsilon: 0.7503232292894149, total steps: 15247
episode:1937, reward: -50, mean reward: -12.3, score: -49.181701138401095, epsilon: 0.7502672056720464, total steps: 15251
episode:1938, reward: -50, mean reward: -8.4, score: -50.426155660463166, epsilon: 0.7501831786490879, total steps: 15257
episode:1939, reward: -50, mean reward: -6.99, score: -48.89883490107681, epsilon: 0.750085159865552, total steps: 15264
episode:1940, reward: -50, mean reward: -16.73, score: -50.17660081540808, epsilon: 0.7500431560160882, total steps: 15267
episode:1941, reward: -50, mean reward: -3.65, score: -47.42602260248195, epsilon: 0.7498611684549321, total steps: 15280
episode:1942, reward: -50, mean reward: -4.33, score: -51.94190124790294, epsilon: 0.7496932219288922, total steps: 15292
episode:1943, reward: -50, mean reward: -4.02, score: -48.18896794236894, epsilon: 0.749525315705182, total steps: 15304
episode:1944, reward: -50, mean reward: -8.38, score: -50.309458409046414, epsilon: 0.7494413777036782, total steps: 15310
episode:1945, reward: -50, mean reward: -16.75, score: -50.23529379046374, epsilon: 0.7493994124799854, total steps: 15313
episode:1946, reward: -50, mean reward: -8.04, score: -48.231736195236564, epsilon: 0.7493154895859621, total steps: 15319
episode:1947, reward: -50, mean reward: -3.97, score: -47.64311485465321, epsilon: 0.7491476740071364, total steps: 15331
episode:1948, reward: -50, mean reward: -16.75, score: -50.26419273498969, epsilon: 0.7491057264051366, total steps: 15334
episode:1949, reward: -50, mean reward: -5.31, score: -47.75713160366292, epsilon: 0.748979898699217, total steps: 15343
episode:1950, reward: -50, mean reward: -2.24, score: -44.799725951025486, epsilon: 0.7487003626506742, total steps: 15363
episode:1951, reward: -50, mean reward: -8.54, score: -51.269926524864104, epsilon: 0.7486165236375975, total steps: 15369
episode:1952, reward: -50, mean reward: -12.25, score: -48.983462149202325, epsilon: 0.7485606365512197, total steps: 15373
episode:1953, reward: -50, mean reward: -2.76, score: -52.41632638267919, epsilon: 0.7482952339390203, total steps: 15392
episode:1954, reward: -50, mean reward: -2.15, score: -49.5618143924562, epsilon: 0.7479740919997172, total steps: 15415
episode:1955, reward: -50, mean reward: -5.42, score: -48.806709178541354, epsilon: 0.7478484679696591, total steps: 15424
episode:1956, reward: -50, mean reward: -12.28, score: -49.11122607575477, epsilon: 0.7477926423252771, total steps: 15428
episode:1957, reward: -50, mean reward: -16.75, score: -50.2571150785608, epsilon: 0.7477507760227392, total steps: 15431
episode:1958, reward: -50, mean reward: -5.34, score: -48.08392197599755, epsilon: 0.7476251921859395, total steps: 15440
episode:1959, reward: -50, mean reward: -16.75, score: -50.23680739071183, epsilon: 0.7475833359301086, total steps: 15443
episode:1960, reward: -50, mean reward: -5.52, score: -49.67866579477534, epsilon: 0.7474577822298131, total steps: 15452
episode:1961, reward: -50, mean reward: -12.29, score: -49.15669802435984, epsilon: 0.7474019878390401, total steps: 15456
episode:1962, reward: -50, mean reward: -5.08, score: -45.74085011241234, epsilon: 0.7472764667784635, total steps: 15465
episode:1963, reward: -50, mean reward: -3.59, score: -50.32511798030784, epsilon: 0.747081256698452, total steps: 15479
episode:1964, reward: -50, mean reward: -2.39, score: -45.47876885484559, epsilon: 0.746816416143799, total steps: 15498
episode:1965, reward: -50, mean reward: -2.1, score: -46.12974656903298, epsilon: 0.746509884362633, total steps: 15520
episode:1966, reward: -50, mean reward: -16.79, score: -50.38167470319625, epsilon: 0.7464680950232638, total steps: 15523
episode:1967, reward: -50, mean reward: -4.16, score: -49.97822784227545, epsilon: 0.7463009627371349, total steps: 15535
episode:1968, reward: -50, mean reward: -6.11, score: -48.86076294436284, epsilon: 0.7461895634952739, total steps: 15543
episode:1969, reward: -50, mean reward: -2.37, score: -47.40313532248603, epsilon: 0.7459111433576155, total steps: 15563
episode:1970, reward: -50, mean reward: -9.91, score: -49.55925841796082, epsilon: 0.7458415557227196, total steps: 15568
episode:1971, reward: -50, mean reward: -7.83, score: -46.97034482610198, epsilon: 0.7457580597458917, total steps: 15574
episode:1972, reward: -50, mean reward: -16.81, score: -50.432356044382416, epsilon: 0.7457163155146463, total steps: 15577
episode:1973, reward: -50, mean reward: -2.25, score: -44.98545339127217, epsilon: 0.7454380846383255, total steps: 15597
episode:1974, reward: -50, mean reward: -9.73, score: -48.63104544892029, epsilon: 0.7453685443069362, total steps: 15602
episode:1975, reward: -50, mean reward: -3.62, score: -47.0137492970465, epsilon: 0.7451877719868364, total steps: 15615
episode:1976, reward: -50, mean reward: -8.03, score: -48.182212961929594, epsilon: 0.7451043544593497, total steps: 15621
episode:1977, reward: -50, mean reward: -8.12, score: -48.73020937642971, epsilon: 0.7450209469413658, total steps: 15627
episode:1978, reward: -50, mean reward: -6.05, score: -48.36555797013463, epsilon: 0.7449097524856488, total steps: 15635
episode:1979, reward: -50, mean reward: -9.68, score: -48.410640834949106, epsilon: 0.7448402649848332, total steps: 15640
episode:1980, reward: -50, mean reward: -7.94, score: -47.64401161653528, epsilon: 0.7447568891556848, total steps: 15646
episode:1981, reward: -50, mean reward: -6.23, score: -49.82846738761043, epsilon: 0.7446457369458338, total steps: 15654
episode:1982, reward: -50, mean reward: -16.73, score: -50.19835536583176, epsilon: 0.7446040594519544, total steps: 15657
episode:1983, reward: -50, mean reward: -3.89, score: -46.62330211403474, epsilon: 0.7444373744806826, total steps: 15669
episode:1984, reward: -50, mean reward: -9.96, score: -49.79385885326033, epsilon: 0.7443679342153057, total steps: 15674
episode:1985, reward: -50, mean reward: -3.71, score: -48.16896828264241, epsilon: 0.744187422020012, total steps: 15687
episode:1986, reward: -50, mean reward: -6.12, score: -48.990465292504695, epsilon: 0.7440763609176139, total steps: 15695
episode:1987, reward: -50, mean reward: -5.92, score: -47.373840533262914, epsilon: 0.7439653175835707, total steps: 15703
episode:1988, reward: -50, mean reward: -16.73, score: -50.19958283599473, epsilon: 0.7439236809136283, total steps: 15706
episode:1989, reward: -50, mean reward: -2.37, score: -49.80764220528335, epsilon: 0.7436322941631455, total steps: 15727
episode:1990, reward: -50, mean reward: -4.03, score: -48.302408175846566, epsilon: 0.7434658423875584, total steps: 15739
episode:1991, reward: -50, mean reward: -8.02, score: -48.103136693550496, epsilon: 0.7433826314792262, total steps: 15745
episode:1992, reward: -50, mean reward: -5.0, score: -50.04425484242707, epsilon: 0.7432439688196585, total steps: 15755
episode:1993, reward: -50, mean reward: -16.75, score: -50.253396064590945, epsilon: 0.7432023754293435, total steps: 15758
episode:1994, reward: -50, mean reward: -6.26, score: -50.08412225612321, epsilon: 0.743091471921792, total steps: 15766
episode:1995, reward: -50, mean reward: -9.99, score: -49.95191951926864, epsilon: 0.7430221662399418, total steps: 15771
episode:1996, reward: -50, mean reward: -16.73, score: -50.182360732901785, epsilon: 0.7429805861573823, total steps: 15774
episode:1997, reward: -50, mean reward: -6.2, score: -49.57357568756933, epsilon: 0.7428697181332755, total steps: 15782
episode:1998, reward: -50, mean reward: -4.16, score: -45.73871697573198, epsilon: 0.7427173035615038, total steps: 15793
episode:1999, reward: -50, mean reward: -2.74, score: -46.495504460154834, epsilon: 0.7424818197128157, total steps: 15810
episode:2000, reward: -50, mean reward: -16.74, score: -50.21132741521372, epsilon: 0.7424402720500752, total steps: 15813
episode:2001, reward: -50, mean reward: -16.73, score: -50.19934494407306, epsilon: 0.7423987268801199, total steps: 15816
episode:2002, reward: -50, mean reward: -8.06, score: -48.34753126192875, epsilon: 0.7423156440179657, total steps: 15822
episode:2003, reward: -50, mean reward: -10.27, score: -51.33089163769688, epsilon: 0.7422464159150267, total steps: 15827
episode:2004, reward: -50, mean reward: -10.08, score: -50.4020973764579, epsilon: 0.7421771947345519, total steps: 15832
episode:2005, reward: -50, mean reward: -16.75, score: -50.25347037316817, epsilon: 0.7421356653487619, total steps: 15835
episode:2006, reward: -50, mean reward: -3.6, score: -46.74053997719669, epsilon: 0.7419557334679293, total steps: 15848
episode:2007, reward: -50, mean reward: -10.2, score: -51.020063946650495, epsilon: 0.7418865413542459, total steps: 15853
episode:2008, reward: -50, mean reward: -8.23, score: -49.35540375666348, epsilon: 0.7418035199506673, total steps: 15859
episode:2009, reward: -50, mean reward: -12.32, score: -49.27196473203681, epsilon: 0.7417481778827834, total steps: 15863
episode:2010, reward: -50, mean reward: -16.75, score: -50.257859607194604, epsilon: 0.7417066742372322, total steps: 15866
episode:2011, reward: -50, mean reward: -6.19, score: -49.504646875064786, epsilon: 0.7415960100227275, total steps: 15874
episode:2012, reward: -50, mean reward: -2.2, score: -50.54290815173799, epsilon: 0.7412779490177567, total steps: 15897
episode:2013, reward: -50, mean reward: -2.6, score: -46.86948034045845, epsilon: 0.7410291337455465, total steps: 15915
episode:2014, reward: -50, mean reward: -8.05, score: -48.27541640795931, epsilon: 0.7409462152247077, total steps: 15921
episode:2015, reward: -50, mean reward: -7.84, score: -47.010769762171115, epsilon: 0.7408633066534945, total steps: 15927
episode:2016, reward: -50, mean reward: -16.72, score: -50.15547257356445, epsilon: 0.7408218560986244, total steps: 15930
episode:2017, reward: -50, mean reward: -2.91, score: -46.54115822078772, epsilon: 0.7406008284709794, total steps: 15946
episode:2018, reward: -50, mean reward: -6.39, score: -51.13792275869169, epsilon: 0.7404903411776431, total steps: 15954
episode:2019, reward: -50, mean reward: -9.98, score: -49.89837133485912, epsilon: 0.7404212955958621, total steps: 15959
episode:2020, reward: -50, mean reward: -16.75, score: -50.250865477839156, epsilon: 0.7403798715608598, total steps: 15962
episode:2021, reward: -50, mean reward: -8.09, score: -48.56992781401729, epsilon: 0.7402970309468088, total steps: 15968
episode:2022, reward: -50, mean reward: -2.59, score: -44.05220256062769, epsilon: 0.7400623698509338, total steps: 15985
episode:2023, reward: -50, mean reward: -6.98, score: -48.885451758486894, epsilon: 0.7399657678814502, total steps: 15992
episode:2024, reward: -50, mean reward: -4.48, score: -49.25771496616257, epsilon: 0.7398139921084635, total steps: 16003
episode:2025, reward: -50, mean reward: -4.36, score: -47.92876263984632, epsilon: 0.7396622497224741, total steps: 16014
episode:2026, reward: -50, mean reward: -4.77, score: -47.69068743932388, epsilon: 0.7395243310648552, total steps: 16024
episode:2027, reward: -50, mean reward: -4.87, score: -48.68177364285617, epsilon: 0.7393864399882095, total steps: 16034
episode:2028, reward: -50, mean reward: -4.97, score: -49.725454747247646, epsilon: 0.7392485764870216, total steps: 16044
episode:2029, reward: -50, mean reward: -4.31, score: -51.66986340354432, epsilon: 0.7390831766774356, total steps: 16056
episode:2030, reward: -50, mean reward: -16.75, score: -50.25458650080188, epsilon: 0.73904183292716, total steps: 16059
episode:2031, reward: -50, mean reward: -4.29, score: -47.14508177374398, epsilon: 0.7388902603975055, total steps: 16070
episode:2032, reward: -50, mean reward: -16.75, score: -50.25574933798296, epsilon: 0.7388489282218594, total steps: 16073
episode:2033, reward: -50, mean reward: -16.84, score: -50.50643053423181, epsilon: 0.7388075985260694, total steps: 16076
episode:2034, reward: -50, mean reward: -3.31, score: -46.277767531055176, epsilon: 0.73861475939722, total steps: 16090
episode:2035, reward: -50, mean reward: -8.3, score: -49.82715515580533, epsilon: 0.7385321305839202, total steps: 16096
episode:2036, reward: -50, mean reward: -9.98, score: -49.893740725703836, epsilon: 0.7384632808134077, total steps: 16101
episode:2037, reward: -50, mean reward: -9.73, score: -48.63124787427252, epsilon: 0.7383944379275281, total steps: 16106
episode:2038, reward: -50, mean reward: -8.23, score: -49.3962002203416, epsilon: 0.7383118355512185, total steps: 16112
episode:2039, reward: -50, mean reward: -3.74, score: -48.661426086047086, epsilon: 0.738132897736899, total steps: 16125
episode:2040, reward: -50, mean reward: -16.75, score: -50.23996487514373, epsilon: 0.7380916110016492, total steps: 16128
episode:2041, reward: -50, mean reward: -3.51, score: -45.665034163854614, epsilon: 0.7379127304382699, total steps: 16141
episode:2042, reward: -50, mean reward: -4.05, score: -48.55246881284976, epsilon: 0.7377476511932664, total steps: 16153
episode:2043, reward: -50, mean reward: -6.45, score: -51.619872740369985, epsilon: 0.7376376203717758, total steps: 16161
episode:2044, reward: -50, mean reward: -4.16, score: -49.86161718866457, epsilon: 0.737472607145266, total steps: 16173
episode:2045, reward: -50, mean reward: -8.54, score: -51.22100857101435, epsilon: 0.7373901153820133, total steps: 16179
episode:2046, reward: -50, mean reward: -16.75, score: -50.24966691728406, epsilon: 0.7373488732123679, total steps: 16182
episode:2047, reward: -50, mean reward: -16.71, score: -50.132460417870874, epsilon: 0.7373076335171782, total steps: 16185
episode:2048, reward: -50, mean reward: -2.95, score: -44.28000129352387, epsilon: 0.737101472152874, total steps: 16200
episode:2049, reward: -50, mean reward: -16.75, score: -50.262460614798286, epsilon: 0.7370602473013027, total steps: 16203
episode:2050, reward: -50, mean reward: -4.68, score: -51.496593803535575, epsilon: 0.7369091106725352, total steps: 16214
episode:2051, reward: -50, mean reward: -7.79, score: -46.749052455583694, epsilon: 0.7368266865248022, total steps: 16220
episode:2052, reward: -50, mean reward: -4.37, score: -48.05802887693214, epsilon: 0.7366756012737538, total steps: 16231
episode:2053, reward: -50, mean reward: -4.28, score: -47.059243455090176, epsilon: 0.7365245492578046, total steps: 16242
episode:2054, reward: -50, mean reward: -16.75, score: -50.253623828193426, epsilon: 0.7364833590205686, total steps: 16245
episode:2055, reward: -50, mean reward: -4.02, score: -48.28424817543078, epsilon: 0.7363186227835428, total steps: 16257
episode:2056, reward: -50, mean reward: -8.09, score: -48.548345889726576, epsilon: 0.7362362694901052, total steps: 16263
episode:2057, reward: -50, mean reward: -5.29, score: -47.626206089304986, epsilon: 0.7361127580779576, total steps: 16272
episode:2058, reward: -50, mean reward: -3.09, score: -49.37977646736505, epsilon: 0.7358932371205991, total steps: 16288
episode:2059, reward: -50, mean reward: -7.98, score: -47.89626561689484, epsilon: 0.7358109348703784, total steps: 16294
episode:2060, reward: -50, mean reward: -1.89, score: -47.2015117455129, epsilon: 0.7354681151150241, total steps: 16319
episode:2061, reward: -50, mean reward: -16.76, score: -50.26789249652964, epsilon: 0.7354269882619352, total steps: 16322
episode:2062, reward: -50, mean reward: -6.19, score: -49.491431535039325, epsilon: 0.7353173287168108, total steps: 16330
episode:2063, reward: -50, mean reward: -3.05, score: -48.8051081381261, epsilon: 0.7350980622561261, total steps: 16346
episode:2064, reward: -50, mean reward: -4.79, score: -47.88839874034664, epsilon: 0.7349610563447228, total steps: 16356
episode:2065, reward: -50, mean reward: -9.96, score: -49.79994471459666, epsilon: 0.7348925636637794, total steps: 16361
episode:2066, reward: -50, mean reward: -2.4, score: -50.38165137079627, epsilon: 0.7346049691861086, total steps: 16382
episode:2067, reward: -50, mean reward: -16.75, score: -50.242178667466305, epsilon: 0.7345638941202217, total steps: 16385
